,PM2.5,PM10,SO2,NO2,CO,O3,U(m/s),V(m/s),TEMP(K),RH(%),PSFC(Pa),lon,date,IAQI_SO2,IAQI_NO2,IAQI_PM10,IAQI_CO,IAQI_O3,IAQI_PM25,IAQI
34130,22.26,22.61,0.7,0.91,0.14,65.36,-1.21,-3.79,291.49,33.82,87494.54,"79.58,41.4",2013-10-1,0.7,1.1375,22.61,3.5000000000000004,32.68,31.800000000000004,32.68
34140,34.97,35.34,1.13,0.99,0.14,55.62,2.17,-1.69,291.33,29.47,85445.31,"81.33,41.71",2013-10-1,1.13,1.2375,35.34,3.5000000000000004,27.81,49.957142857142856,49.957142857142856
34150,39.54,39.95,1.88,1.41,0.14,54.1,0.11,-1.62,290.99,27.19,84657.74,"83.09,41.99",2013-10-1,1.88,1.7625,39.95,3.5000000000000004,27.05,55.675,55.675
34160,32.21,32.54,1.23,0.65,0.14,61.42,2.19,0.08,281.55,41.98,73170.63,"84.86,42.25",2013-10-1,1.23,0.8125,32.54,3.5000000000000004,30.71,46.01428571428572,46.01428571428572
34170,24.45,25.5,2.53,2.41,0.17,66.19,1.0,-0.06,282.34,45.51,74971.11,"86.65,42.5",2013-10-1,2.53,3.0125,25.5,4.25,33.095,34.92857142857143,34.92857142857143
34180,23.17,26.31,4.46,3.5,0.22,66.16,0.89,0.11,296.57,27.8,99044.95,"88.44,42.71",2013-10-1,4.46,4.375,26.31,5.5,33.08,33.1,33.1
34190,18.14,19.42,7.26,4.6,0.17,64.58,-1.28,-1.0,295.25,23.8,96141.36,"90.25,42.91",2013-10-1,7.26,5.75,19.42,4.25,32.29,25.914285714285715,32.29
34200,13.32,13.62,1.55,0.69,0.14,67.93,-0.9,-1.59,295.85,19.73,94994.98,"92.06,43.08",2013-10-1,1.55,0.8624999999999999,13.62,3.5000000000000004,33.965,19.02857142857143,33.965
34210,12.48,12.68,1.01,0.79,0.14,71.06,-0.12,2.1,281.67,31.77,74744.35,"93.88,43.24",2013-10-1,1.01,0.9875,12.68,3.5000000000000004,35.53,17.82857142857143,35.53
34220,46.23,46.31,0.38,0.68,0.15,51.58,1.12,0.98,292.57,15.56,95399.43,"95.71,43.36",2013-10-1,0.38,0.8500000000000001,46.31,3.75,25.79,64.0375,64.0375
34230,10.34,10.58,1.22,0.7,0.18,50.66,0.17,-3.96,282.54,49.84,90192.81,"113.38,43.42",2013-10-1,1.22,0.875,10.58,4.5,25.33,14.771428571428572,25.33
34240,8.24,8.57,1.79,0.68,0.19,56.35,-0.88,-4.92,280.86,51.49,89120.27,"115.21,43.3",2013-10-1,1.79,0.8500000000000001,8.57,4.75,28.175,11.771428571428572,28.175
34250,13.2,13.78,3.08,1.29,0.2,55.63,1.22,-3.75,280.14,57.32,87250.76,"117.03,43.16",2013-10-1,3.08,1.6125,13.78,5.0,27.815,18.857142857142858,27.815
34260,15.3,16.09,5.2,2.53,0.22,51.48,3.27,-3.46,284.08,49.23,93339.67,"118.85,43.0",2013-10-1,5.2,3.1624999999999996,16.09,5.5,25.74,21.857142857142858,25.74
34270,27.93,30.07,14.21,6.56,0.32,45.49,4.39,-1.19,284.75,69.6,97468.52,"120.66,42.82",2013-10-1,14.21,8.2,30.07,8.0,22.745,39.9,39.9
34280,48.14,56.19,15.78,14.88,0.57,41.76,1.97,-1.46,285.12,82.79,99907.84,"122.46,42.61",2013-10-1,15.78,18.6,53.095,14.249999999999998,20.88,66.425,66.425
34290,66.37,87.62,28.44,34.94,1.0,39.94,2.03,1.82,286.28,87.71,99316.18,"124.25,42.38",2013-10-1,28.44,43.675,68.81,25.0,19.97,89.2125,89.2125
34300,39.01,45.65,17.21,11.77,0.39,67.45,1.17,5.01,286.5,83.6,94846.7,"126.03,42.13",2013-10-1,17.21,14.712499999999999,45.65,9.75,33.725,55.012499999999996,55.012499999999996
34310,26.53,30.29,7.12,2.89,0.27,84.44,0.79,3.54,284.1,80.57,88344.12,"127.79,41.85",2013-10-1,7.12,3.6125000000000003,30.29,6.75,42.22,37.900000000000006,42.22
34320,26.46,26.68,0.49,0.56,0.14,59.71,3.79,1.72,276.59,55.15,66924.04,"78.67,41.37",2013-10-1,0.49,0.7000000000000001,26.68,3.5000000000000004,29.855,37.800000000000004,37.800000000000004
34330,20.28,20.56,0.61,1.05,0.13,64.62,2.95,-1.48,284.44,41.42,77709.48,"80.41,41.69",2013-10-1,0.61,1.3125,20.56,3.25,32.31,28.971428571428575,32.31
34340,35.22,35.73,2.58,1.76,0.15,55.06,1.2,-0.75,290.29,31.03,84190.16,"82.17,41.98",2013-10-1,2.58,2.2,35.73,3.75,27.53,50.275,50.275
34350,29.04,29.31,0.91,0.51,0.13,61.87,1.9,0.84,283.03,39.66,74590.68,"83.94,42.26",2013-10-1,0.91,0.6375,29.31,3.25,30.935,41.48571428571429,41.48571428571429
34360,18.53,18.88,1.22,0.73,0.14,65.33,1.28,-0.95,280.61,43.54,72053.45,"85.72,42.51",2013-10-1,1.22,0.9125,18.88,3.5000000000000004,32.665,26.471428571428575,32.665
34370,24.42,26.14,1.2,1.05,0.17,60.44,2.87,1.79,279.26,52.15,70170.54,"87.51,42.74",2013-10-1,1.2,1.3125,26.14,4.25,30.22,34.885714285714286,34.885714285714286
34380,18.37,20.47,3.89,2.71,0.19,69.05,-1.25,-0.4,297.82,23.18,100529.8,"89.32,42.95",2013-10-1,3.89,3.3875,20.47,4.75,34.525,26.242857142857144,34.525
34390,14.45,14.73,1.25,0.77,0.14,67.64,-1.43,-1.9,294.53,22.2,93295.8,"91.13,43.13",2013-10-1,1.25,0.9625,14.73,3.5000000000000004,33.82,20.642857142857142,33.82
34400,12.4,12.73,1.66,1.11,0.14,74.99,-0.71,-0.28,287.14,26.55,81683.23,"92.95,43.3",2013-10-1,1.66,1.3875000000000002,12.73,3.5000000000000004,37.495,17.714285714285715,37.495
34410,25.8,25.89,0.42,0.66,0.14,53.23,-1.02,1.38,287.78,21.65,87286.47,"94.78,43.44",2013-10-1,0.42,0.8250000000000001,25.89,3.5000000000000004,26.615,36.85714285714286,36.85714285714286
34420,14.29,14.5,0.95,0.68,0.18,51.64,0.84,-3.81,282.77,48.71,90717.49,"112.65,43.59",2013-10-1,0.95,0.8500000000000001,14.5,4.5,25.82,20.414285714285715,25.82
34430,7.76,8.03,1.45,0.56,0.18,52.91,-0.43,-4.45,281.2,50.72,89480.3,"114.49,43.49",2013-10-1,1.45,0.7000000000000001,8.03,4.5,26.455,11.085714285714285,26.455
34440,10.39,10.89,2.68,1.37,0.19,54.25,0.23,-5.57,278.68,58.3,86646.39,"116.32,43.35",2013-10-1,2.68,1.7125000000000001,10.89,4.75,27.125,14.842857142857143,27.125
34450,12.7,13.39,4.34,2.09,0.21,53.79,1.72,-4.08,282.85,49.93,91855.16,"118.14,43.2",2013-10-1,4.34,2.6125,13.39,5.25,26.895,18.142857142857142,26.895
34460,19.31,20.44,8.09,3.6,0.26,50.41,3.35,-2.3,286.22,48.67,96835.69,"119.96,43.03",2013-10-1,8.09,4.5,20.44,6.5,25.205,27.585714285714285,27.585714285714285
34470,32.81,35.2,13.08,6.92,0.34,44.91,3.98,-1.76,284.83,76.31,98504.36,"121.77,42.83",2013-10-1,13.08,8.65,35.2,8.5,22.455,46.871428571428574,46.871428571428574
34480,81.11,110.62,34.65,33.7,1.14,33.67,2.24,0.21,285.64,89.16,100387.51,"123.56,42.6",2013-10-1,34.65,42.125,80.31,28.499999999999996,16.835,107.6375,107.6375
34490,45.68,55.66,16.64,10.87,0.53,60.5,2.98,2.55,286.96,83.59,97032.98,"125.35,42.36",2013-10-1,16.64,13.587499999999999,52.83,13.25,30.25,63.35,63.35
34500,31.11,36.92,11.68,6.78,0.32,77.52,2.16,5.8,285.71,82.06,92913.8,"127.12,42.09",2013-10-1,11.68,8.475,36.92,8.0,38.76,44.44285714285714,44.44285714285714
34510,22.83,23.09,0.51,0.46,0.14,59.09,2.26,1.6,276.48,59.12,67033.09,"78.97,41.56",2013-10-1,0.51,0.5750000000000001,23.09,3.5000000000000004,29.545,32.614285714285714,32.614285714285714
34520,13.7,13.91,0.49,0.48,0.13,65.37,2.58,-0.12,276.5,61.5,67598.48,"80.72,41.88",2013-10-1,0.49,0.6,13.91,3.25,32.685,19.57142857142857,32.685
34530,29.54,29.85,1.28,0.76,0.14,57.69,1.43,-0.81,288.59,34.74,82184.14,"82.48,42.17",2013-10-1,1.28,0.95,29.85,3.5000000000000004,28.845,42.2,42.2
34540,23.48,23.69,0.68,0.43,0.13,66.82,2.7,0.21,277.0,53.22,67517.65,"84.26,42.44",2013-10-1,0.68,0.5375,23.69,3.25,33.41,33.542857142857144,33.542857142857144
34550,16.07,16.52,1.04,0.8,0.14,66.74,2.79,-0.96,280.41,44.12,72047.35,"86.05,42.69",2013-10-1,1.04,1.0,16.52,3.5000000000000004,33.37,22.95714285714286,33.37
34560,24.82,29.17,1.98,2.48,0.21,67.14,-0.76,-0.65,289.72,36.73,88022.84,"87.84,42.92",2013-10-1,1.98,3.1,29.17,5.25,33.57,35.457142857142856,35.457142857142856
34570,17.39,18.59,2.93,1.33,0.16,71.72,-0.52,-0.17,292.17,27.16,90358.16,"89.65,43.12",2013-10-1,2.93,1.6625,18.59,4.0,35.86,24.842857142857145,35.86
34580,14.01,14.26,1.16,0.84,0.14,70.81,-0.5,-2.32,291.31,25.6,89342.95,"91.47,43.3",2013-10-1,1.16,1.05,14.26,3.5000000000000004,35.405,20.014285714285716,35.405
34590,12.96,13.25,1.55,1.09,0.14,75.07,0.67,0.71,278.75,38.98,71096.3,"93.29,43.46",2013-10-1,1.55,1.3625,13.25,3.5000000000000004,37.535,18.514285714285716,37.535
34600,54.63,54.7,0.33,0.69,0.15,54.74,-1.24,0.55,291.97,15.91,95160.21,"95.13,43.59",2013-10-1,0.33,0.8624999999999999,52.35,3.75,27.37,74.5375,74.5375
34610,8.06,8.28,1.14,0.72,0.18,50.45,-0.1,-3.77,282.38,50.04,90720.81,"113.22,43.7",2013-10-1,1.14,0.8999999999999999,8.28,4.5,25.225,11.514285714285716,25.225
34620,6.66,6.95,1.5,0.52,0.19,55.49,-1.56,-4.62,280.97,49.32,89929.95,"115.06,43.58",2013-10-1,1.5,0.65,6.95,4.75,27.745,9.514285714285714,27.745
34630,10.61,11.11,2.5,1.06,0.2,55.29,0.4,-4.75,279.69,56.76,87752.38,"116.89,43.44",2013-10-1,2.5,1.3250000000000002,11.11,5.0,27.645,15.157142857142857,27.645
34640,13.1,13.78,4.68,2.23,0.21,52.74,2.48,-3.33,284.78,46.24,94374.53,"118.71,43.28",2013-10-1,4.68,2.7875,13.78,5.25,26.37,18.714285714285715,26.37
34650,21.66,22.94,9.5,3.97,0.27,50.18,3.18,-1.42,286.42,52.33,97755.58,"120.53,43.1",2013-10-1,9.5,4.9625,22.94,6.75,25.09,30.942857142857143,30.942857142857143
34660,42.15,47.85,15.47,12.44,0.44,41.66,2.88,-0.9,284.48,81.47,98736.8,"122.34,42.89",2013-10-1,15.47,15.549999999999999,47.85,11.0,20.83,58.9375,58.9375
34670,78.72,108.12,31.28,38.09,1.18,31.64,2.32,0.91,285.82,88.8,100104.55,"124.13,42.67",2013-10-1,31.28,47.612500000000004,79.06,29.5,15.82,104.65,104.65
34680,40.72,48.16,15.76,10.73,0.44,62.11,2.69,3.49,287.89,78.38,97555.53,"125.92,42.41",2013-10-1,15.76,13.412500000000001,48.16,11.0,31.055,57.15,57.15
34690,26.5,30.66,8.28,4.26,0.28,79.91,0.65,5.4,286.27,75.37,91949.4,"127.69,42.14",2013-10-1,8.28,5.324999999999999,30.66,7.000000000000001,39.955,37.85714285714286,39.955
34700,12.18,12.37,0.4,0.4,0.12,70.35,6.35,-4.86,267.28,77.53,57531.99,"80.15,41.92",2013-10-1,0.4,0.5,12.37,3.0,35.175,17.4,35.175
34710,21.76,21.99,1.04,0.69,0.14,64.79,3.57,0.74,277.59,59.86,68622.87,"81.91,42.22",2013-10-1,1.04,0.8624999999999999,21.99,3.5000000000000004,32.395,31.08571428571429,32.395
34720,25.57,25.78,0.63,0.65,0.13,64.92,4.59,1.01,275.49,59.53,66537.34,"83.69,42.49",2013-10-1,0.63,0.8125,25.78,3.25,32.46,36.52857142857143,36.52857142857143
34730,11.0,11.18,0.36,0.38,0.13,77.34,1.24,-1.61,277.97,47.0,69330.06,"85.48,42.75",2013-10-1,0.36,0.475,11.18,3.25,38.67,15.714285714285715,38.67
34740,20.17,22.61,0.99,2.12,0.17,61.72,1.31,-1.09,279.68,47.32,70611.48,"87.27,42.98",2013-10-1,0.99,2.6500000000000004,22.61,4.25,30.86,28.814285714285717,30.86
34750,18.35,21.05,3.04,2.49,0.19,73.7,-0.71,0.14,290.65,29.53,88205.0,"89.08,43.19",2013-10-1,3.04,3.1125000000000003,21.05,4.75,36.85,26.214285714285715,36.85
34760,15.53,15.93,1.93,0.83,0.14,71.75,1.1,1.05,287.55,31.07,83565.3,"90.9,43.38",2013-10-1,1.93,1.0374999999999999,15.93,3.5000000000000004,35.875,22.185714285714287,35.875
34770,15.6,15.88,1.35,0.95,0.14,71.47,0.09,1.43,285.4,30.07,80197.8,"92.72,43.55",2013-10-1,1.35,1.1875,15.88,3.5000000000000004,35.735,22.285714285714285,35.735
34780,50.26,50.35,0.37,0.58,0.15,54.47,-1.48,1.8,290.79,18.12,92832.48,"94.56,43.69",2013-10-1,0.37,0.725,50.175,3.75,27.235,69.07499999999999,69.07499999999999
34790,10.04,10.23,0.89,0.6,0.18,52.44,0.21,-3.44,282.91,47.9,91474.3,"112.68,43.86",2013-10-1,0.89,0.75,10.23,4.5,26.22,14.342857142857142,26.22
34800,6.39,6.66,1.47,0.6,0.19,53.27,-0.45,-3.88,281.17,49.45,90036.2,"114.52,43.75",2013-10-1,1.47,0.75,6.66,4.75,26.635,9.128571428571428,26.635
34810,8.8,9.27,2.39,1.17,0.2,54.42,0.35,-4.77,279.5,56.41,88546.03,"116.36,43.62",2013-10-1,2.39,1.4625,9.27,5.0,27.21,12.571428571428573,27.21
34820,11.68,12.37,4.47,2.06,0.21,53.19,2.54,-5.08,282.22,51.91,91724.07,"118.19,43.47",2013-10-1,4.47,2.575,12.37,5.25,26.595,16.685714285714287,26.595
34830,16.79,17.76,6.78,3.02,0.24,50.49,2.87,-3.39,286.68,44.64,97197.36,"120.01,43.29",2013-10-1,6.78,3.775,17.76,6.0,25.245,23.985714285714284,25.245
34840,30.46,32.71,12.39,6.24,0.33,45.15,3.84,-0.88,285.09,73.21,98714.67,"121.82,43.09",2013-10-1,12.39,7.800000000000001,32.71,8.25,22.575,43.51428571428572,43.51428571428572
34850,75.68,99.75,30.47,29.93,1.09,35.38,2.11,0.23,285.77,86.74,100688.88,"123.63,42.87",2013-10-1,30.47,37.4125,74.875,27.250000000000004,17.69,100.85000000000001,100.85000000000001
34860,47.59,58.87,15.82,12.07,0.57,57.0,3.39,2.05,286.75,84.63,97383.77,"125.42,42.62",2013-10-1,15.82,15.0875,54.435,14.249999999999998,28.5,65.73750000000001,65.73750000000001
34870,30.52,35.51,13.69,8.21,0.33,76.17,1.49,4.99,287.61,74.46,94889.43,"127.2,42.36",2013-10-1,13.69,10.262500000000001,35.51,8.25,38.085,43.6,43.6
34880,11.32,11.51,0.42,0.4,0.12,71.29,1.97,0.99,267.0,82.26,58248.45,"79.94,42.02",2013-10-1,0.42,0.5,11.51,3.0,35.645,16.17142857142857,35.645
34890,16.15,16.37,0.73,0.47,0.13,68.9,3.42,1.86,274.19,73.26,65503.08,"81.7,42.32",2013-10-1,0.73,0.5874999999999999,16.37,3.25,34.45,23.07142857142857,34.45
34900,23.7,23.88,0.63,0.68,0.13,65.88,3.83,2.45,276.88,57.19,67814.9,"83.47,42.6",2013-10-1,0.63,0.8500000000000001,23.88,3.25,32.94,33.857142857142854,33.857142857142854
34910,10.51,10.7,0.41,0.48,0.14,76.3,0.6,-0.45,280.7,41.88,72834.39,"85.26,42.86",2013-10-1,0.41,0.6,10.7,3.5000000000000004,38.15,15.014285714285714,38.15
34920,17.11,19.56,1.0,2.44,0.17,66.74,3.2,-1.16,276.33,52.32,66673.98,"87.06,43.09",2013-10-1,1.0,3.05,19.56,4.25,33.37,24.442857142857143,33.37
34930,18.99,23.08,3.02,3.21,0.22,73.76,-0.73,0.36,288.0,32.55,84136.68,"88.87,43.3",2013-10-1,3.02,4.0125,23.08,5.5,36.88,27.128571428571426,36.88
34940,17.04,17.56,2.52,1.23,0.15,71.29,2.72,3.42,282.12,38.71,75174.46,"90.69,43.5",2013-10-1,2.52,1.5375,17.56,3.75,35.645,24.34285714285714,35.645
34950,15.61,15.85,1.18,0.82,0.14,69.47,0.71,1.29,285.51,30.89,81171.86,"92.52,43.66",2013-10-1,1.18,1.025,15.85,3.5000000000000004,34.735,22.3,34.735
34960,62.4,62.48,0.35,0.56,0.15,54.79,-1.71,1.26,291.29,17.79,94410.68,"94.36,43.81",2013-10-1,0.35,0.7000000000000001,56.239999999999995,3.75,27.395,84.25,84.25
34970,10.1,10.28,0.83,0.55,0.18,53.59,0.48,-2.9,281.93,49.81,90186.69,"112.33,44.01",2013-10-1,0.83,0.6875,10.28,4.5,26.795,14.428571428571429,26.795
34980,5.79,6.02,1.23,0.51,0.18,51.73,-0.26,-3.98,281.05,51.05,90229.74,"114.17,43.91",2013-10-1,1.23,0.6375,6.02,4.5,25.865,8.271428571428572,25.865
34990,8.41,9.46,7.5,4.97,0.21,51.63,-0.57,-4.73,279.54,55.89,89260.46,"116.01,43.78",2013-10-1,7.5,6.2124999999999995,9.46,5.25,25.815,12.014285714285714,25.815
35000,10.25,10.79,3.16,1.37,0.21,54.54,2.49,-5.82,280.4,56.19,89534.48,"117.85,43.63",2013-10-1,3.16,1.7125000000000001,10.79,5.25,27.27,14.642857142857142,27.27
35010,14.63,15.47,5.6,2.66,0.23,51.52,2.49,-4.03,286.54,42.61,96796.37,"119.67,43.46",2013-10-1,5.6,3.325,15.47,5.75,25.76,20.900000000000002,25.76
35020,25.57,27.28,11.7,5.04,0.31,47.65,3.51,-0.19,286.19,61.09,98917.26,"121.49,43.26",2013-10-1,11.7,6.3,27.28,7.75,23.825,36.52857142857143,36.52857142857143
35030,58.93,71.44,19.03,17.34,0.69,41.84,2.29,-0.21,285.3,84.85,100335.77,"123.3,43.05",2013-10-1,19.03,21.675,60.72,17.25,20.92,79.9125,79.9125
35040,52.32,66.76,16.74,17.11,0.7,51.68,3.72,2.25,286.35,85.86,97772.73,"125.1,42.81",2013-10-1,16.74,21.3875,58.38,17.5,25.84,71.65,71.65
35050,38.74,44.59,16.08,9.97,0.37,69.06,3.34,3.68,287.07,79.52,93977.08,"126.88,42.54",2013-10-1,16.08,12.4625,44.59,9.25,34.53,54.675000000000004,54.675000000000004
35060,24.18,26.96,7.07,3.24,0.26,81.26,3.26,0.38,285.85,68.2,89941.86,"128.66,42.26",2013-10-1,7.07,4.050000000000001,26.96,6.5,40.63,34.542857142857144,40.63
35070,6.97,7.15,0.46,0.31,0.14,75.19,3.73,1.31,273.27,66.48,63717.61,"81.3,42.39",2013-10-1,0.46,0.3875,7.15,3.5000000000000004,37.595,9.957142857142857,37.595
35080,21.63,21.83,0.66,0.52,0.13,63.91,5.0,2.43,274.03,71.57,65209.14,"83.08,42.67",2013-10-1,0.66,0.65,21.83,3.25,31.955,30.9,31.955
35090,10.36,10.56,0.45,0.67,0.14,76.44,1.23,-0.59,279.39,46.5,70949.8,"84.87,42.94",2013-10-1,0.45,0.8375,10.56,3.5000000000000004,38.22,14.799999999999999,38.22
35100,13.5,15.21,0.86,1.59,0.16,67.03,3.53,0.28,275.99,51.93,66627.79,"86.67,43.18",2013-10-1,0.86,1.9875,15.21,4.0,33.515,19.285714285714285,33.515
35110,20.55,25.48,2.61,3.38,0.21,69.62,-2.13,1.26,289.54,31.11,86298.08,"88.48,43.4",2013-10-1,2.61,4.225,25.48,5.25,34.81,29.357142857142858,34.81
35120,17.43,17.96,2.25,1.22,0.15,71.29,1.22,2.79,283.49,35.92,76033.37,"90.3,43.59",2013-10-1,2.25,1.525,17.96,3.75,35.645,24.9,35.645
35130,14.51,14.74,1.09,0.6,0.14,69.45,1.44,3.37,284.68,32.56,79164.28,"92.13,43.76",2013-10-1,1.09,0.75,14.74,3.5000000000000004,34.725,20.728571428571428,34.725
35140,49.94,50.04,0.46,0.57,0.15,54.97,-2.89,2.48,288.4,21.21,89456.84,"93.97,43.91",2013-10-1,0.46,0.7124999999999999,50.019999999999996,3.75,27.485,68.675,68.675
35150,9.14,9.32,0.82,0.66,0.18,54.02,0.95,-2.7,282.04,49.99,90331.73,"111.97,44.16",2013-10-1,0.82,0.8250000000000001,9.32,4.5,27.01,13.057142857142859,27.01
35160,4.99,5.19,1.0,0.41,0.18,51.52,-0.7,-3.34,281.1,50.82,90417.65,"113.82,44.06",2013-10-1,1.0,0.5125,5.19,4.5,25.76,7.128571428571429,25.76
35170,5.29,5.58,1.35,0.56,0.19,55.35,-1.53,-4.85,279.68,53.83,89545.06,"115.66,43.94",2013-10-1,1.35,0.7000000000000001,5.58,4.75,27.675,7.557142857142857,27.675
35180,9.74,10.26,2.67,0.99,0.2,55.37,1.21,-5.75,276.71,66.9,85300.31,"117.5,43.8",2013-10-1,2.67,1.2375,10.26,5.0,27.685,13.914285714285715,27.685
35190,13.55,14.39,5.53,2.76,0.23,51.62,2.32,-4.87,284.38,46.79,94012.45,"119.33,43.63",2013-10-1,5.53,3.4499999999999997,14.39,5.75,25.81,19.357142857142858,25.81
35200,22.37,23.95,11.16,4.82,0.29,49.72,3.15,-2.38,287.36,48.68,98858.57,"121.16,43.44",2013-10-1,11.16,6.025,23.95,7.249999999999999,24.86,31.95714285714286,31.95714285714286
35210,46.53,54.94,15.79,11.93,0.51,42.45,2.55,0.19,285.03,82.08,99784.76,"122.97,43.22",2013-10-1,15.79,14.9125,52.47,12.75,21.225,64.4125,64.4125
35220,59.03,76.0,17.74,19.84,0.81,49.94,2.78,1.58,285.3,90.47,97587.49,"124.77,42.99",2013-10-1,17.74,24.8,63.0,20.25,24.97,80.0375,80.0375
35230,40.88,46.84,15.33,10.24,0.41,64.4,1.95,3.31,287.5,80.45,96580.98,"126.56,42.73",2013-10-1,15.33,12.8,46.84,10.25,32.2,57.35,57.35
35240,24.48,27.29,8.05,3.68,0.27,80.74,2.94,2.42,287.76,67.7,93377.98,"128.34,42.45",2013-10-1,8.05,4.6000000000000005,27.29,6.75,40.37,34.971428571428575,40.37
35250,5.48,5.65,0.49,0.41,0.14,78.12,4.18,0.61,275.01,58.54,64993.71,"81.26,42.52",2013-10-1,0.49,0.5125,5.65,3.5000000000000004,39.06,7.828571428571429,39.06
35260,18.12,18.32,0.6,0.53,0.13,64.06,5.07,2.88,277.41,61.41,68552.03,"83.04,42.81",2013-10-1,0.6,0.6625000000000001,18.32,3.25,32.03,25.885714285714286,32.03
35270,9.01,9.22,0.49,1.03,0.14,74.82,0.91,-0.99,281.66,42.39,74529.13,"84.84,43.07",2013-10-1,0.49,1.2875,9.22,3.5000000000000004,37.41,12.871428571428572,37.41
35280,14.06,16.64,1.21,2.4,0.17,64.5,2.69,0.28,279.78,46.78,71049.39,"86.64,43.31",2013-10-1,1.21,3.0,16.64,4.25,32.25,20.085714285714285,32.25
35290,19.76,24.52,1.98,2.83,0.2,69.36,-1.65,0.26,287.32,32.25,82899.98,"88.45,43.53",2013-10-1,1.98,3.5375,24.52,5.0,34.68,28.22857142857143,34.68
35300,18.61,19.09,2.03,1.34,0.15,68.45,1.46,1.37,288.42,28.84,82999.57,"90.28,43.72",2013-10-1,2.03,1.675,19.09,3.75,34.225,26.585714285714285,34.225
35310,16.0,16.22,1.01,0.61,0.14,66.73,1.03,3.4,285.61,31.42,80712.77,"92.11,43.9",2013-10-1,1.01,0.7625,16.22,3.5000000000000004,33.365,22.857142857142858,33.365
35320,60.81,60.89,0.36,0.51,0.15,53.28,-3.97,2.19,289.56,19.19,93067.15,"93.95,44.05",2013-10-1,0.36,0.6375,55.445,3.75,26.64,82.2625,82.2625
35330,7.73,7.91,0.81,0.58,0.18,53.99,0.88,-2.57,281.81,50.88,90222.75,"111.98,44.29",2013-10-1,0.81,0.725,7.91,4.5,26.995,11.042857142857144,26.995
35340,4.43,4.63,0.96,0.41,0.18,52.09,-0.58,-3.4,281.12,49.37,90700.08,"113.83,44.2",2013-10-1,0.96,0.5125,4.63,4.5,26.045,6.328571428571428,26.045
35350,4.84,5.1,1.17,0.45,0.19,54.78,-1.11,-4.91,279.73,53.18,89759.59,"115.68,44.07",2013-10-1,1.17,0.5625,5.1,4.75,27.39,6.914285714285715,27.39
35360,9.19,9.7,2.69,1.02,0.2,54.63,1.46,-6.13,276.52,68.11,85607.15,"117.52,43.93",2013-10-1,2.69,1.275,9.7,5.0,27.315,13.128571428571428,27.315
35370,13.26,14.14,5.85,2.99,0.23,51.5,2.47,-4.84,284.47,46.59,94391.69,"119.36,43.76",2013-10-1,5.85,3.7375000000000003,14.14,5.75,25.75,18.942857142857143,25.75
35380,21.75,23.39,11.37,5.06,0.29,49.94,2.95,-2.91,287.51,48.83,99009.48,"121.18,43.57",2013-10-1,11.37,6.324999999999999,23.39,7.249999999999999,24.97,31.071428571428573,31.071428571428573
35390,45.8,52.57,15.84,10.93,0.48,41.63,2.52,0.39,285.02,81.33,99695.51,"123.0,43.36",2013-10-1,15.84,13.6625,51.285,12.0,20.815,63.5,63.5
35400,59.75,77.16,15.78,19.27,0.83,49.12,2.98,1.19,285.74,87.97,98296.73,"124.8,43.12",2013-10-1,15.78,24.0875,63.58,20.75,24.56,80.9375,80.9375
35410,41.87,48.93,15.41,12.05,0.44,60.05,2.58,2.92,287.73,79.36,97749.43,"126.6,42.86",2013-10-1,15.41,15.0625,48.93,11.0,30.025,58.5875,58.5875
35420,25.98,28.94,8.43,4.09,0.28,79.5,1.58,2.63,287.56,69.98,93793.52,"128.38,42.58",2013-10-1,8.43,5.1125,28.94,7.000000000000001,39.75,37.114285714285714,39.75
35430,6.48,6.77,0.86,0.77,0.14,71.8,4.94,0.9,278.9,48.46,69118.82,"81.05,42.62",2013-10-1,0.86,0.9625,6.77,3.5000000000000004,35.9,9.257142857142858,35.9
35440,12.57,12.76,0.55,0.55,0.14,66.71,4.48,2.57,277.74,61.74,68824.42,"82.83,42.91",2013-10-1,0.55,0.6875,12.76,3.5000000000000004,33.355,17.95714285714286,33.355
35450,9.1,9.31,0.49,1.01,0.14,75.86,-0.06,-0.87,280.95,45.28,73966.32,"84.62,43.17",2013-10-1,0.49,1.2625,9.31,3.5000000000000004,37.93,13.0,37.93
35460,12.62,15.39,1.4,2.8,0.17,64.09,2.52,0.07,280.19,45.81,71602.46,"86.43,43.42",2013-10-1,1.4,3.5,15.39,4.25,32.045,18.02857142857143,32.045
35470,22.0,28.3,1.79,3.11,0.2,65.66,-2.68,2.06,282.49,39.91,76249.35,"88.24,43.64",2013-10-1,1.79,3.8874999999999997,28.3,5.0,32.83,31.42857142857143,32.83
35480,22.54,22.95,1.65,1.77,0.15,66.93,0.75,0.5,291.93,25.09,89106.23,"90.07,43.84",2013-10-1,1.65,2.2125,22.95,3.75,33.465,32.2,33.465
35490,16.82,17.03,0.97,0.62,0.14,65.75,0.38,4.63,286.79,30.36,82533.16,"91.9,44.01",2013-10-1,0.97,0.775,17.03,3.5000000000000004,32.875,24.02857142857143,32.875
35500,56.34,56.43,0.39,0.49,0.15,52.68,-5.46,3.11,288.9,19.47,92147.05,"93.75,44.16",2013-10-1,0.39,0.6125,53.215,3.75,26.34,76.67500000000001,76.67500000000001
